battery_mAh,screen_height_cm,screen_width_px,weight_g,internal_memory_GB,color_variety,has_4g,screen_height_px,has_wifi,talk_time_hr,primary_camera_mp,brand_popularity,thickness_cm,screen_width_cm,year_release,ram_MB,front_camera_mp,cpu_cores,has_bluetooth,has_3g,cpu_speed_GHz,has_touchscreen,has_dual_sim,price_range
862,16,1758,165,23,2,0,793,1,11,15,1,0.4,3,2022,278,3,2,1,0,0.8,0,1,0
1273,18,886,99,48,3,1,490,0,11,15,8,0.4,15,2022,1767,3,4,0,1,1.0,1,0,1
957,12,1485,107,7,3,0,1201,1,7,10,4,0.8,5,2022,1846,4,5,1,1,2.5,0,0,1
1617,9,1038,105,30,1,1,246,0,10,4,1,0.7,0,2021,829,3,2,1,1,1.3,0,1,0
893,7,946,183,55,5,0,417,1,6,1,8,0.6,1,2022,2986,0,2,0,0,2.5,1,1,2
1210,17,1462,93,63,5,0,1177,0,7,0,4,0.1,9,2020,2394,0,5,0,0,0.5,0,0,2
708,6,654,195,63,2,1,78,1,7,7,6,1.0,5,2016,2169,0,8,1,1,2.7,1,1,1
835,13,1604,101,7,4,0,323,1,15,7,8,0.2,5,2016,1181,2,4,0,1,1.1,1,1,0
1450,15,1882,131,19,5,0,707,0,12,17,4,0.6,9,2022,575,9,1,1,0,2.7,0,1,0
973,6,1816,190,57,2,1,457,0,2,16,3,0.2,4,2015,2977,5,7,1,1,1.5,0,0,2
601,12,765,154,4,2,1,356,1,10,13,9,0.1,8,2020,532,4,4,1,1,1.4,1,0,0
507,17,1398,141,32,5,0,936,1,5,11,3,0.5,0,2020,1702,1,7,1,1,0.5,1,1,1
564,14,1980,168,51,2,1,912,0,15,1,9,0.5,8,2018,1074,0,3,0,1,1.8,1,1,0
1559,9,1559,162,6,1,1,179,1,3,17,2,0.5,1,2017,3352,6,6,1,1,1.6,1,1,3
754,6,1928,178,59,1,1,1914,0,5,10,2,0.7,3,2017,1027,7,7,0,1,0.5,0,1,1
728,5,1529,88,25,5,0,526,1,12,1,2,0.2,1,2015,2039,0,4,0,1,2.7,1,1,1
1431,7,952,191,56,4,1,156,0,8,1,6,0.6,3,2017,461,0,1,1,1,0.5,0,0,0
767,10,1517,175,28,1,0,344,0,15,10,3,0.7,0,2018,527,4,4,0,0,1.5,1,0,0
1722,14,1741,177,18,1,0,865,1,15,16,9,0.8,0,2019,3271,8,2,0,1,2.6,0,0,3
1992,9,1596,100,57,5,1,1552,1,4,15,4,1.0,3,2017,606,5,2,1,1,1.6,1,0,1
1876,10,1564,86,40,3,1,546,0,16,14,1,0.3,8,2020,2513,10,6,0,1,0.5,1,0,3
1054,18,1222,136,38,2,1,1097,1,14,12,4,0.4,4,2019,1675,10,6,0,1,1.1,1,1,1
1283,9,692,93,47,1,0,372,0,17,5,1,0.9,6,2017,2698,4,5,1,1,1.6,1,1,2
1281,12,1617,148,28,3,0,1285,0,6,6,5,0.3,1,2020,1129,0,1,1,0,2.3,1,1,1
1066,19,1571,114,7,4,1,1242,0,6,18,4,0.9,13,2020,468,2,7,0,1,0.6,1,0,0
730,19,1247,89,4,3,1,302,1,4,2,8,0.1,15,2022,1210,0,8,0,1,2.1,1,1,0
1053,17,1767,103,45,5,1,594,1,5,12,8,0.3,6,2016,3086,7,1,1,1,0.8,1,1,3
1611,8,714,98,3,4,0,303,1,9,14,7,0.6,4,2015,1595,11,3,1,1,0.5,0,1,1
793,17,1935,133,30,4,1,1858,1,14,15,3,0.9,13,2018,2332,5,2,0,1,1.0,1,1,2
1220,19,1933,125,62,3,0,403,1,15,8,1,0.5,11,2021,2589,3,4,0,1,2.9,1,0,2
1662,9,1509,126,61,5,1,32,1,13,13,1,0.8,5,2017,3760,0,4,0,1,0.5,1,0,3
1281,8,954,144,8,1,1,590,0,9,19,3,0.3,2,2017,1851,3,4,1,1,2.8,1,1,1
538,8,662,177,2,3,1,235,1,9,13,6,0.8,4,2019,417,12,7,0,1,0.8,0,0,0
823,13,888,187,39,1,0,630,1,11,4,7,0.4,9,2019,294,0,8,1,0,0.5,0,0,0
1733,17,527,119,36,3,1,357,0,9,20,6,1.0,16,2017,3576,3,6,1,1,2.8,0,0,3
1429,11,820,100,40,1,1,246,1,18,14,6,0.9,7,2023,3945,0,3,0,1,1.5,0,1,3
1839,19,1493,200,54,3,1,475,1,18,11,6,0.5,10,2018,927,9,7,1,1,1.2,0,0,1
659,15,1929,110,6,4,1,1054,1,2,7,3,0.5,5,2017,2044,6,3,0,1,2.7,0,0,1
1953,11,764,158,56,2,0,555,0,4,9,6,0.1,5,2016,2334,7,8,1,1,2.1,0,1,2
1172,12,1092,164,27,4,1,607,0,6,3,8,0.7,0,2023,1477,0,1,0,1,1.9,0,0,1
612,8,1891,102,16,1,0,1360,0,3,7,2,0.3,4,2018,3161,6,7,1,0,1.9,0,1,3
1563,7,1699,170,24,5,1,142,0,5,0,5,0.2,5,2017,3660,0,8,0,1,2.4,1,0,3
1191,14,683,84,26,4,1,681,1,9,20,1,0.8,3,2021,1604,16,1,0,1,1.3,0,1,1
615,7,1664,163,42,2,0,104,1,18,4,1,0.6,4,2022,2211,0,6,1,0,0.5,0,1,1
1893,14,763,134,63,1,0,637,1,18,11,5,0.2,3,2016,3822,8,2,1,0,2.1,1,1,3
1563,11,572,151,16,4,0,410,1,8,13,3,0.1,1,2021,3922,10,7,0,0,1.7,0,1,3
1995,14,1963,139,9,3,0,1830,1,18,18,4,0.8,12,2019,1203,6,6,1,1,1.9,1,0,2
1517,15,1489,143,48,5,1,802,1,11,14,3,0.6,5,2019,2822,6,5,0,1,0.5,1,0,3
832,15,1294,108,34,1,1,311,0,12,5,1,0.3,13,2017,447,1,5,0,1,1.6,1,1,0
1162,5,997,114,56,4,1,56,0,20,1,1,0.7,0,2019,1652,0,7,0,1,2.0,0,0,1
1595,15,655,121,12,1,0,344,0,16,19,5,0.3,1,2016,3608,7,8,1,0,2.6,1,0,3
1329,8,1458,181,52,3,0,1053,1,6,2,6,0.9,6,2018,1228,1,6,1,1,1.0,0,0,1
928,19,1243,80,56,2,0,221,0,5,13,3,0.7,10,2020,666,11,8,1,0,0.5,1,1,0
1656,12,519,105,38,4,1,506,1,19,17,9,0.1,8,2015,1499,8,7,1,1,0.5,0,1,1
1937,5,1767,189,58,1,0,1728,0,14,19,5,0.6,4,2018,3321,17,1,1,1,1.7,1,0,3
977,7,566,181,57,1,0,63,1,8,7,8,0.6,1,2020,1206,2,6,1,0,1.1,1,1,0
768,19,515,113,56,1,1,418,1,16,20,1,0.1,3,2023,952,16,1,1,1,0.9,0,0,0
1464,5,1168,117,12,2,0,854,1,15,14,5,0.9,3,2016,3927,11,2,1,0,0.5,1,1,3
1177,18,882,191,29,1,1,178,0,19,8,3,0.4,5,2021,311,1,2,0,1,0.9,0,0,0
1348,18,1942,98,52,5,0,1869,1,7,20,1,0.3,11,2020,955,18,3,0,1,2.0,1,0,1
1956,13,776,87,37,5,1,185,0,19,2,4,0.5,1,2016,1109,0,3,0,1,2.2,1,0,1
1751,8,564,178,8,1,0,170,1,17,20,5,0.6,6,2022,2969,6,6,0,0,0.5,0,1,2
1530,11,1975,177,42,5,0,454,1,19,13,7,0.8,10,2021,725,11,6,0,0,2.0,0,0,0
1997,7,1212,185,40,4,0,866,0,15,8,1,0.5,6,2019,1655,1,4,1,1,1.8,0,1,2
1414,16,1118,180,44,5,0,44,0,13,6,3,0.5,12,2019,3490,5,2,1,0,1.5,1,1,3
1707,12,1388,80,41,1,0,1331,0,10,2,2,0.8,0,2021,1774,0,7,0,0,1.4,0,0,2
894,13,1462,199,50,3,1,1285,1,6,14,9,0.5,0,2023,3615,1,3,0,1,0.5,0,1,3
645,18,1130,184,41,4,1,741,0,13,17,10,0.7,2,2023,714,6,8,0,1,1.2,1,0,0
1163,19,754,155,49,2,0,520,1,12,0,6,0.6,2,2023,2768,0,2,0,0,2.8,0,1,2
1126,14,1726,165,49,1,0,114,0,13,17,10,0.9,1,2020,3739,3,8,0,1,0.7,0,0,3
1648,8,1876,170,64,2,1,1153,0,6,9,3,0.8,1,2020,610,6,4,0,1,0.7,1,0,1
1170,18,709,199,14,3,1,474,1,20,13,8,0.4,5,2017,715,6,2,1,1,0.9,0,0,0
508,13,557,94,42,2,1,39,0,7,8,8,0.3,12,2015,663,7,1,0,1,0.8,0,0,0
1097,14,1914,161,64,1,0,419,1,9,8,2,0.2,5,2021,1725,6,3,0,1,2.1,0,1,1
728,16,775,101,5,1,1,584,0,5,20,6,0.6,0,2018,834,0,2,0,1,1.7,1,1,0
1980,12,1910,177,29,3,1,312,0,18,13,7,0.8,10,2015,3865,2,1,0,1,0.5,0,1,3
1504,6,1923,182,64,1,0,19,0,10,2,2,0.9,5,2022,3059,1,1,0,0,2.3,1,1,3
1379,9,1370,83,63,3,1,207,0,7,17,10,1.0,6,2020,651,14,1,1,1,2.1,1,1,0
1698,13,994,160,18,3,1,363,1,14,20,2,0.9,3,2020,796,5,6,0,1,2.1,0,0,0
920,10,1078,115,25,1,0,209,1,5,14,10,0.4,7,2016,785,5,7,0,0,2.1,1,1,0
1144,16,724,189,21,5,0,159,0,8,11,1,0.4,0,2015,3252,0,1,1,0,1.5,0,1,2
1995,15,1104,129,26,3,0,649,1,7,15,8,0.2,11,2016,1322,6,1,1,0,0.5,1,0,1
1430,7,1182,183,27,1,0,1132,1,15,16,1,0.5,1,2018,2832,1,1,0,0,0.5,1,1,2
972,11,1795,193,13,5,0,1392,0,13,8,9,0.4,6,2016,1615,5,5,1,0,0.5,1,1,1
662,17,1224,138,20,3,0,1001,1,15,10,6,0.8,15,2015,2125,5,1,0,0,0.5,1,0,1
1867,6,1442,191,9,5,1,712,1,2,3,7,0.1,1,2021,990,0,6,0,1,2.3,0,0,1
1730,14,1023,143,20,4,1,418,0,12,10,10,0.1,0,2022,1595,0,4,0,1,2.0,1,1,1
1723,5,1361,126,7,4,1,384,1,16,17,7,0.6,0,2020,1213,1,3,1,1,1.0,1,0,1
1882,17,652,140,47,5,0,119,1,11,13,10,0.2,1,2018,2500,8,2,1,0,1.3,0,1,2
803,18,935,106,18,3,0,627,0,12,1,3,0.3,15,2020,2801,0,4,0,0,0.8,1,1,2
580,15,1345,91,47,1,0,1086,0,11,1,2,0.9,1,2017,3451,0,3,1,1,1.2,1,1,3
668,14,1292,114,48,2,1,195,0,4,19,9,0.3,12,2022,1201,2,1,0,1,2.3,1,0,0
1391,14,1256,182,36,1,1,14,0,14,6,8,0.8,7,2016,3139,2,1,0,1,1.4,1,0,2
1560,15,1364,169,22,2,1,745,1,16,1,10,0.8,11,2019,1938,0,7,0,1,2.3,1,0,2
821,8,1786,109,54,2,0,253,0,15,9,7,0.1,4,2015,3185,5,3,0,1,1.8,0,1,2
811,18,1429,106,2,3,1,333,1,2,13,9,0.3,7,2020,2111,5,6,1,1,2.4,0,1,1
1989,7,682,193,17,5,0,629,0,18,15,4,0.1,0,2016,2369,8,8,1,1,2.9,1,1,2
1034,17,1199,120,37,1,0,707,1,12,20,4,0.7,1,2018,3625,6,7,1,0,2.7,1,1,3
618,13,1688,86,6,5,0,1314,1,15,4,1,0.3,10,2020,1051,2,1,0,0,2.1,0,0,0
654,17,1898,196,52,4,1,1715,0,13,4,8,0.7,4,2022,1036,0,4,1,1,1.3,0,0,1
576,6,1438,184,10,3,1,513,1,5,7,3,0.2,0,2022,2938,2,5,1,1,2.8,1,0,2
667,5,1463,185,3,3,1,13,1,19,13,7,0.7,0,2020,2855,6,6,1,1,0.6,0,0,2
869,13,1584,118,57,4,1,1243,0,8,15,2,0.6,3,2018,2727,7,1,1,1,1.0,0,0,2
635,12,1059,149,42,1,0,300,1,18,4,2,0.4,5,2022,2973,2,3,1,0,0.5,0,1,2
609,15,1253,117,44,4,1,58,1,15,16,7,0.3,11,2022,2581,15,1,1,1,3.0,0,0,1
1557,18,1442,123,2,1,0,1107,1,9,20,6,0.1,16,2015,2690,16,5,0,0,2.8,0,1,3
1604,13,939,191,33,2,0,134,1,12,5,3,1.0,10,2018,916,2,8,1,0,1.7,1,0,0
1182,19,986,138,8,3,1,275,0,19,16,9,0.5,17,2018,2563,7,8,0,1,0.5,0,0,2
848,10,1029,148,19,1,1,176,0,14,18,10,0.8,0,2021,3359,10,7,1,1,2.1,0,1,2
1610,8,1280,181,64,5,1,1236,0,9,12,6,0.9,4,2021,941,7,4,1,1,2.9,1,0,1
1828,17,898,199,17,5,0,336,0,4,1,10,0.9,14,2022,2280,0,1,1,0,2.1,0,1,2
880,15,1381,194,50,3,1,1116,1,6,3,10,0.5,9,2019,827,1,7,0,1,2.0,0,1,0
1394,11,1565,175,62,4,1,1010,0,20,13,6,0.3,1,2021,473,10,5,1,1,0.9,1,1,0
1960,10,1299,86,61,4,1,205,0,11,3,1,0.3,7,2022,3865,1,7,1,1,2.3,0,1,3
809,18,1726,91,21,1,0,1453,0,3,19,4,0.9,7,2023,1274,10,7,0,0,0.8,0,0,1
899,11,1331,172,57,4,1,788,0,7,18,10,0.9,1,2017,364,13,2,0,1,0.5,1,1,0
1976,17,1922,171,32,3,0,1301,1,13,7,6,0.8,11,2017,3699,4,2,1,0,0.7,1,1,3
879,14,1038,187,21,1,1,463,1,11,2,6,0.8,13,2018,2927,0,4,0,1,1.5,0,1,2
916,13,992,195,36,2,0,188,0,14,12,5,0.3,0,2019,1470,0,4,1,0,2.6,1,0,0
763,6,1186,92,2,4,1,1028,0,8,14,1,0.5,4,2015,1050,8,8,0,1,1.7,1,1,0
508,18,1920,162,9,4,0,1419,1,10,2,8,0.4,8,2021,2616,0,6,0,1,1.6,1,1,2
825,8,1866,99,34,1,0,1471,0,10,17,5,0.8,2,2023,2915,0,8,0,1,2.9,1,1,3
1864,11,981,178,46,5,1,168,1,18,12,5,0.7,7,2022,2686,8,1,0,1,1.4,1,0,2
1725,19,1195,185,52,4,1,1125,1,5,12,7,1.0,18,2019,1243,8,6,0,1,0.5,1,1,1
1108,16,1706,183,52,3,0,130,1,13,12,4,0.1,1,2018,3264,10,2,1,0,2.9,1,0,3
1011,7,749,131,36,4,1,481,1,16,18,6,0.2,6,2021,2261,4,7,0,1,1.1,1,0,1
1703,5,1711,138,55,2,1,1411,1,20,19,4,0.7,1,2019,2993,17,5,1,1,1.5,1,1,3
1067,12,681,135,58,4,0,79,0,16,0,3,0.5,9,2021,706,0,7,1,0,1.7,1,1,0
1334,10,1974,115,42,5,1,1187,0,8,14,7,0.6,1,2015,2542,5,5,1,1,2.4,0,0,3
775,17,1510,189,30,4,0,561,1,9,10,8,0.4,16,2015,2523,0,7,1,1,2.6,0,0,2
1899,13,814,151,26,1,0,96,1,4,0,4,0.1,11,2017,336,0,2,1,1,0.6,0,0,0
930,11,1025,97,14,4,1,77,0,17,10,2,0.4,7,2016,2457,1,6,1,1,1.3,1,1,1
1058,9,1247,166,19,5,0,493,1,16,14,10,0.4,7,2016,418,2,4,0,0,1.5,0,0,0
1187,13,1814,145,46,1,1,1173,1,8,9,3,0.4,11,2021,3917,0,2,1,1,2.2,0,0,3
1874,8,1233,166,8,3,0,964,1,2,13,1,0.9,1,2016,1246,10,7,1,0,2.7,0,1,1
1482,12,642,142,48,1,0,634,1,12,10,8,0.2,8,2018,2971,2,7,0,1,0.5,1,0,2
1809,10,721,174,59,2,1,639,1,16,4,3,0.1,6,2016,2324,3,3,1,1,1.7,0,0,2
864,18,1670,187,54,1,1,127,1,16,1,10,0.7,2,2020,3121,0,2,1,1,3.0,1,1,2
625,10,550,191,33,3,1,431,0,2,20,7,0.2,6,2022,3801,12,1,1,1,1.9,0,0,2
1880,17,699,138,18,4,1,71,0,7,5,10,0.7,15,2018,3333,4,3,1,1,1.8,0,0,3
1138,19,1138,187,44,1,1,111,0,3,17,5,0.2,3,2019,3475,12,8,0,1,1.4,0,0,3
560,17,1903,146,23,1,0,356,1,18,15,10,1.0,16,2018,2360,14,8,0,0,0.5,1,0,1
1117,7,817,144,12,1,0,798,0,16,8,5,0.6,6,2017,2895,1,7,0,1,0.5,1,0,2
1712,16,1126,137,63,1,0,747,0,19,12,7,0.5,1,2019,3652,1,7,0,1,1.4,0,0,3
1836,5,1139,134,26,3,0,408,0,18,16,9,0.1,0,2023,3097,3,6,1,0,1.7,1,1,3
1036,10,926,119,39,5,0,373,0,2,3,5,0.2,7,2022,2101,0,7,1,0,2.4,1,0,1
1860,9,1506,162,23,5,0,1362,0,8,16,1,0.6,2,2022,3918,15,4,1,0,2.3,1,0,3
1375,19,726,145,9,1,1,475,1,10,19,10,0.9,18,2022,3869,3,7,1,1,1.1,1,0,3
1945,14,1753,195,57,3,1,743,0,14,1,10,0.3,1,2022,732,0,4,0,1,1.6,1,1,1
1896,9,794,141,7,3,1,447,0,18,13,1,0.4,7,2021,3684,8,2,0,1,0.5,0,1,3
788,12,1161,91,57,1,1,42,1,6,12,2,0.9,8,2022,3969,4,8,0,1,2.5,1,1,3
880,12,1350,173,33,2,0,30,0,7,2,6,0.7,1,2022,1414,0,2,1,1,1.7,1,1,0
1323,10,619,131,28,1,1,162,1,15,12,9,0.2,0,2022,1892,10,4,1,1,2.5,1,1,1
1868,8,660,169,42,2,1,347,1,7,4,8,0.2,3,2021,3131,0,1,0,1,2.0,1,1,3
1266,10,1468,184,7,1,1,346,1,4,12,5,0.2,5,2015,2532,0,3,0,1,1.9,1,1,2
1042,18,1705,93,50,2,1,727,1,20,18,1,0.8,0,2018,3215,16,7,0,1,2.7,1,1,3
1479,13,1476,156,19,2,0,180,1,6,10,7,0.6,12,2018,3323,8,3,0,1,0.5,0,0,3
1476,13,1666,171,55,1,1,1641,1,3,5,5,0.1,8,2019,1529,0,4,1,1,1.2,0,1,2
1552,9,1026,123,13,2,1,269,1,9,9,6,0.2,2,2020,2403,6,6,1,1,2.2,1,0,2
1454,7,1033,83,34,4,0,250,0,5,3,7,0.7,5,2018,3419,1,4,1,1,0.5,1,1,3
1007,9,1529,95,45,5,0,1186,0,16,2,3,0.1,0,2016,3648,0,5,0,0,2.0,0,0,3
652,12,559,173,17,3,1,77,0,12,11,10,0.7,10,2020,1974,9,5,1,1,2.4,0,1,0
1504,7,973,142,34,2,1,507,1,7,15,3,0.7,2,2022,2806,12,8,0,1,1.5,0,0,2
1726,13,1223,193,51,2,0,379,1,13,3,5,0.6,9,2022,2239,2,4,1,1,0.9,0,1,2
1029,15,956,171,5,3,1,264,1,4,8,6,0.2,7,2021,582,5,5,1,1,1.9,1,1,0
1582,17,1797,112,44,2,1,1486,1,10,13,9,0.5,10,2020,3890,2,6,0,1,2.8,1,0,3
1478,5,882,99,48,3,0,694,1,6,17,5,0.7,2,2016,1141,12,5,1,0,0.8,0,1,1
1178,6,596,101,49,1,0,579,0,17,0,1,0.6,3,2021,2511,0,5,1,0,1.3,0,0,2
707,9,574,131,25,4,0,495,1,7,17,4,0.8,2,2019,3838,2,3,0,1,2.1,0,1,3
755,10,990,186,51,4,1,315,1,16,12,5,0.3,1,2020,2734,5,4,1,1,2.8,0,0,2
912,19,1053,161,54,5,0,329,0,20,5,10,0.3,5,2022,2330,1,8,1,0,2.0,1,0,1
651,14,858,176,63,2,1,548,0,19,4,10,0.2,9,2022,2244,2,5,1,1,0.8,1,1,1
1483,15,758,176,54,5,1,531,0,2,2,5,0.2,13,2017,1851,1,7,0,1,2.1,1,0,1
914,11,1495,100,4,1,0,191,0,5,12,7,0.8,7,2021,808,2,2,1,1,0.9,1,0,0
1456,6,1104,105,7,4,0,823,1,20,12,4,0.4,5,2015,1587,7,5,1,1,0.5,0,1,1
1178,16,1352,84,57,1,0,96,0,10,17,1,0.3,14,2015,2492,6,3,0,1,2.2,1,1,2
1503,15,1304,166,43,1,1,841,0,2,14,5,0.2,1,2021,2122,10,4,1,1,0.7,0,0,2
1681,12,1205,158,11,2,0,195,1,16,13,7,0.4,6,2023,1122,2,2,1,0,2.5,1,0,0
715,14,562,160,48,1,0,21,0,10,6,10,0.1,2,2021,3709,4,4,0,0,2.3,0,1,2
1876,12,585,182,56,4,1,235,0,18,4,10,0.4,2,2019,3021,3,3,0,1,2.8,0,1,2
1190,9,1441,186,47,5,0,1417,1,19,10,6,0.3,3,2022,624,9,6,1,1,2.2,1,1,0
1755,8,1075,134,24,4,1,286,1,7,2,5,0.1,1,2016,3937,0,7,1,1,1.3,0,0,3
1197,19,1629,149,20,2,1,649,1,4,7,4,0.5,5,2023,1797,3,6,0,1,1.3,1,0,1
1048,5,1975,194,28,4,1,966,1,15,19,2,0.8,1,2020,1458,10,2,1,1,0.9,0,0,1
1887,18,1798,126,17,3,1,1172,0,16,7,4,0.2,16,2023,3348,6,8,1,1,3.0,1,1,3
1772,5,545,116,64,5,0,270,1,20,15,10,0.7,2,2016,1834,3,8,1,0,0.5,1,1,1
1421,13,1657,165,57,3,1,781,1,14,2,10,0.4,8,2017,2775,0,1,0,1,2.8,0,0,3
1464,13,1341,153,17,3,1,418,0,19,8,3,0.7,6,2022,1277,0,6,0,1,0.5,0,1,1
728,17,817,111,23,2,0,126,1,16,5,10,0.8,10,2015,457,4,4,0,1,2.3,1,1,0
954,17,1058,134,50,1,0,228,0,2,11,1,0.3,0,2021,438,0,2,1,1,0.5,0,0,0
685,15,1203,82,13,3,1,1091,1,2,15,8,0.8,7,2021,3210,8,7,0,1,0.5,1,1,3
1472,12,1744,130,36,4,0,1452,0,7,10,5,0.5,11,2015,985,1,6,0,1,2.8,1,1,1
853,15,740,200,3,1,1,674,0,8,16,4,0.6,8,2023,3701,10,2,1,1,2.0,1,0,3
1469,8,1133,123,8,4,0,398,0,3,0,8,0.7,1,2022,1052,0,7,0,0,2.1,1,0,0
1310,16,889,135,57,4,0,449,0,8,9,7,0.9,0,2018,1175,6,8,1,0,2.3,0,1,0
1654,8,1719,146,11,1,0,1184,1,14,2,2,0.3,1,2019,1070,1,7,0,1,1.8,1,0,1
902,12,1285,134,3,1,0,675,1,15,9,1,0.3,11,2016,3411,3,7,1,0,0.7,0,0,3
1448,12,1850,156,26,4,0,1792,0,6,16,4,1.0,9,2023,1175,13,3,0,0,1.4,1,1,1
1631,13,1905,198,3,2,1,177,0,13,12,8,0.1,5,2020,301,2,7,0,1,0.9,0,1,0
1608,15,1158,183,28,5,0,1013,1,8,13,2,0.4,11,2017,489,7,2,0,0,1.8,0,1,0
1991,5,1325,145,64,5,1,1058,0,8,13,3,0.9,3,2021,1733,5,2,1,1,2.7,1,0,2
1349,11,772,114,62,2,0,592,0,4,16,1,0.3,3,2023,2756,15,5,0,1,2.0,0,1,2
1589,8,1743,195,51,1,1,810,0,16,18,1,0.8,2,2017,2612,5,1,0,1,2.5,0,0,2
1844,5,882,158,51,4,0,533,1,14,3,3,0.7,1,2016,1724,1,8,1,0,2.3,1,1,1
712,16,1208,84,35,5,1,558,1,4,10,5,0.2,12,2021,2190,3,2,1,1,0.5,1,1,1
972,16,1050,107,54,4,1,681,1,19,4,3,0.7,8,2021,1900,0,3,1,1,1.7,0,0,1
1406,9,1366,98,34,2,1,1017,1,2,5,1,0.8,8,2018,3915,2,3,0,1,0.5,0,1,3
1289,6,899,178,25,4,1,765,0,11,12,1,1.0,2,2023,1043,10,6,0,1,0.9,1,0,0
932,8,1224,154,64,2,0,1176,1,9,2,8,0.7,7,2022,3817,1,7,0,1,1.3,1,0,3
1747,17,1131,94,48,1,1,947,0,19,19,10,0.7,2,2015,2362,6,3,1,1,0.9,1,0,2
1172,7,1884,95,41,2,0,1314,0,5,7,2,0.1,3,2015,1107,4,3,1,0,2.1,0,1,1
1128,14,1370,84,53,2,0,609,0,12,14,3,0.4,9,2019,2982,12,5,1,1,1.4,1,0,3
664,17,1497,106,28,5,0,754,0,19,5,2,0.9,15,2020,2042,0,5,0,1,1.2,1,1,1
513,5,867,186,44,4,1,619,0,9,12,3,0.1,1,2017,1343,6,4,1,1,0.5,1,0,0
1742,12,681,170,43,5,1,453,1,10,12,7,0.4,3,2023,2610,9,7,0,1,2.3,0,1,2
1512,15,884,162,6,3,0,205,1,7,17,1,0.7,7,2020,2335,12,7,1,1,1.7,1,0,2
1986,17,1358,165,51,2,1,282,1,3,20,10,0.1,12,2018,1614,3,8,0,1,0.5,1,1,1
965,9,998,109,13,3,0,130,0,10,14,8,1.0,8,2021,1138,5,2,1,0,1.5,1,1,0
1067,16,1989,122,40,5,1,494,0,11,15,10,0.6,14,2022,604,3,8,1,1,2.4,0,1,0
1583,14,862,118,42,4,1,275,0,9,10,10,0.8,10,2023,3652,5,3,1,1,1.6,0,0,3
1653,19,1785,176,37,5,1,447,1,18,6,10,0.9,4,2020,3955,2,4,0,1,0.5,1,1,3
1433,11,799,133,4,4,0,281,1,4,11,2,0.7,9,2020,258,7,8,0,1,1.6,1,0,0
765,11,793,153,18,4,1,6,0,16,0,3,0.1,1,2022,1066,0,7,0,1,2.9,1,0,0
1845,9,695,96,61,1,0,292,0,6,12,9,0.3,5,2019,1731,10,1,1,0,0.5,0,1,1
752,7,728,87,48,2,0,164,0,16,13,7,0.7,5,2017,3860,1,7,0,0,0.5,0,1,3
1948,9,1940,100,16,5,0,631,0,17,10,4,0.1,7,2017,3630,8,5,0,0,2.8,1,1,3
1077,6,1304,174,45,4,1,897,0,6,4,10,1.0,2,2020,1965,0,3,0,1,2.5,1,1,1
932,6,1078,104,60,5,1,268,0,19,2,5,0.7,1,2016,1459,1,4,1,1,0.5,1,0,0
1968,9,1259,115,22,5,0,861,1,7,7,2,0.8,8,2020,2323,0,3,0,0,0.9,0,0,2
1122,11,790,120,2,4,0,331,1,13,14,8,0.6,2,2020,3291,9,4,0,1,1.2,1,0,2
1588,18,1594,159,61,3,1,1064,0,17,13,4,0.8,0,2022,3272,0,1,0,1,0.5,1,0,3
601,9,548,101,26,2,0,509,0,12,18,9,0.3,1,2021,918,4,4,0,0,2.1,0,0,0
1615,16,1256,132,15,2,0,622,1,3,16,5,0.1,2,2022,3488,14,4,0,0,0.5,0,0,3
1589,16,1911,128,58,1,0,957,1,14,4,9,0.1,14,2023,3961,2,4,1,1,2.2,0,1,3
1417,11,1649,114,56,1,1,494,1,6,4,4,0.9,3,2020,590,2,6,1,1,2.7,0,0,0
1697,15,1264,95,34,1,1,236,0,8,3,10,0.1,9,2017,3701,1,1,1,1,0.7,1,0,3
1330,14,1262,83,3,2,0,980,1,11,17,5,0.3,6,2017,463,14,5,1,0,1.3,0,1,0
1476,15,1972,148,43,3,1,1789,1,6,2,9,0.7,10,2015,3644,0,2,0,1,0.5,0,0,3
1579,16,1484,142,27,2,0,831,1,10,18,8,0.2,4,2019,1713,0,6,1,1,1.5,1,0,1
1277,9,1090,200,41,2,1,902,1,14,3,3,0.3,4,2018,429,0,4,0,1,3.0,1,0,0
1089,13,1259,145,2,2,1,636,1,10,15,1,0.7,12,2023,2765,12,5,1,1,0.9,0,1,2
1663,7,1439,169,27,2,1,831,0,18,14,3,0.3,1,2023,2084,13,4,1,1,2.5,0,1,2
1949,17,592,186,20,3,0,518,0,9,4,4,0.8,10,2019,1125,0,5,0,0,1.8,0,0,1
1138,6,1777,109,48,1,1,233,1,18,14,2,0.6,0,2018,2048,5,3,0,1,1.1,1,0,2
685,8,870,174,17,5,0,725,1,18,20,1,0.3,0,2021,1223,7,6,0,1,2.7,0,0,0
1889,5,1106,132,31,1,1,170,1,3,10,7,1.0,1,2020,3672,5,1,0,1,2.8,1,0,3
857,17,948,195,17,1,0,157,0,13,9,8,0.2,5,2018,3100,3,7,1,1,2.0,1,1,2
1902,11,1393,124,50,5,0,1142,0,18,9,7,0.8,8,2016,343,6,8,0,0,2.8,1,1,0
1225,16,982,155,15,2,0,840,0,15,0,5,0.1,8,2015,1970,0,5,1,1,2.4,1,0,1
